Date,Bird,Time,LeftPecks,RightPecks,LeftSeed,RightSeed,source_sheet,Notes,CoolDown
2025-09-29,Northern Cardinal,11:38:00,,,BOSS,BOSS,essex_fells_nj_07021,,1 min
2025-09-29,Northern Cardinal,11:39:00,,,BOSS,BOSS,essex_fells_nj_07021,,1 min
2025-09-29,Northern Cardinal,11:41:00,,,BOSS,BOSS,essex_fells_nj_07021,,1 min
2025-09-29,Northern Cardinal,15:44:00,,,BOSS,BOSS,essex_fells_nj_07021,,1 min
2025-09-29,Northern Cardinal,15:45:00,,,BOSS,BOSS,essex_fells_nj_07021,,1 min
2025-09-30,Black-capped Chickadee,08:11:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Black-capped Chickadee,08:14:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Northern Cardinal,08:16:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Northern Cardinal,08:18:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Black-capped Chickadee,08:23:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Black-capped Chickadee,10:10:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Tufted Titmouse,12:47:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Tufted Titmouse,12:50:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Tufted Titmouse,12:53:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Northern Cardinal,13:14:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Black-capped Chickadee,13:41:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Black-capped Chickadee,13:55:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Black-capped Chickadee,13:57:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Black-capped Chickadee,13:59:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Northern Cardinal,14:23:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Northern Cardinal,16:31:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Black-capped Chickadee,17:28:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Black-capped Chickadee,17:32:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Black-capped Chickadee,17:34:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-09-30,Black-capped Chickadee,17:36:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Northern Cardinal,07:36:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Northern Cardinal,09:10:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Northern Cardinal,09:12:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Northern Cardinal,09:13:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Black-capped Chickadee,09:17:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Black-capped Chickadee,09:41:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Northern Cardinal,12:44:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Northern Cardinal,12:45:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Northern Cardinal,12:46:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Northern Cardinal,13:39:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Northern Cardinal,13:40:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Northern Cardinal,13:46:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Northern Cardinal,13:54:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Northern Cardinal,13:55:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Northern Cardinal,14:19:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Northern Cardinal,14:21:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Northern Cardinal,15:18:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Northern Cardinal,15:19:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Northern Cardinal,15:46:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-01,Northern Cardinal,15:57:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,07:12:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,07:13:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,07:14:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,09:16:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,09:17:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,09:19:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,09:20:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,09:22:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,09:23:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,09:25:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Black-capped Chickadee,10:20:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Black-capped Chickadee,10:22:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Black-capped Chickadee,10:24:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,10:28:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,10:55:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Black-capped Chickadee,11:06:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,12:15:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,12:17:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,12:18:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,12:49:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Blue Jay,12:49:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,12:51:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Blue Jay,12:51:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Blue Jay,12:53:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Blue Jay,12:56:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Blue Jay,12:58:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Blue Jay,13:00:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Blue Jay,13:03:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Blue Jay,13:04:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Blue Jay,13:07:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,13:10:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Blue Jay,13:12:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,13:16:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Blue Jay,13:28:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Blue Jay,13:41:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Blue Jay,14:42:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,18:02:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,18:03:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,18:04:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,18:08:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,18:09:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-02,Northern Cardinal,18:11:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Blue Jay,07:04:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Blue Jay,07:11:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,07:36:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,07:37:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Blue Jay,08:24:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Blue Jay,08:27:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,08:37:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,08:38:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,11:02:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,11:04:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,11:05:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,11:27:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,11:29:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,11:30:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,14:50:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,14:52:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,14:53:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,14:54:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,14:56:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,14:57:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,15:53:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,16:44:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,16:46:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-03,Northern Cardinal,16:47:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,07:16:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,07:17:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,07:19:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,07:20:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,08:15:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,08:16:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,08:29:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,09:24:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,10:38:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,10:41:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,10:42:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,10:44:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Downy Woodpecker,12:47:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,13:42:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,13:43:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,13:45:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,13:46:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,13:48:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,13:49:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,15:43:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,15:45:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,15:46:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,15:47:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,15:49:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Northern Cardinal,16:20:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Black-capped Chickadee,17:15:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-04,Black-capped Chickadee,17:18:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,07:20:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,07:22:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Black-capped Chickadee,08:04:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,08:14:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,08:16:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,08:17:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,09:55:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,09:57:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,09:58:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Black-capped Chickadee,10:06:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Black-capped Chickadee,10:08:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Black-capped Chickadee,10:10:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Black-capped Chickadee,10:12:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,11:44:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,11:45:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,11:47:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,11:48:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,17:03:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,17:04:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,17:06:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,17:07:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,17:09:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,17:44:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,17:45:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,17:46:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,17:48:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
2025-10-05,Northern Cardinal,18:02:00,,,Paradise Mix,Paradise Mix,essex_fells_nj_07021,,1 min
